Donor ID,Donor First Name,Donor Last Name,Gender,Phone,Email,State,Has Children,Married,Volunteered before,Engaged with Organization,Own Property,Past served on Board,Employer,Job Area,Salary Estimation,Retired?,Education,Education Area,Active outside Organization,Political Contribution,Donor Age,Joint Mailing Name,Military Affiliate/Veteran,Total Lifetime Donations,2019 Donations,2019 Donations Gave in the Area,2018 Donations,2018 Donations Gave in the Area,2017 Donations,2016 Donations,2015 Donations,2014 Donations,2013 Donations,2012 Donations,2011 Donations,2010 Donations
508-20-2275,Jacob,Thomas,Male,5-580-282-3708,Jacob_Thomas7449@fuliss.net,Oregon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,University college,Resource Program,Unknown,Unknown,Unknown,Unknown,Unknown,"$8,665",$0,Farm Bureaus & Granges,$0,Multi-Employer Pension Plans,$0,"$4,028",$0,"$4,637",$0,$0,$0,$0
508-20-3575,Carla,Herbert,Female,7-320-813-6271,Carla_Herbert9432@ovock.tech,Tennessee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,Unknown,Grammar,Unknown,Unknown,Unknown,Unknown,Unknown,"$2,320",$0,Other Vegetable (except Potato) and Melon Farming,$0,Mobile food services,$0,$0,$0,"$2,320",$0,$0,$0,$0
508-23-2864,Carrie,Pond,Female,1-216-617-8316,Carrie_Pond9386@mafthy.com,Tennessee,FALSE,TRUE,TRUE,TRUE,TRUE,Unknown,Zepter,Purchasing,"$105,674",Unknown,Public university,Earth Science,FALSE,FALSE,79,Unknown,Unknown,"$21,794","$1,471","Soil Preparation, Planting, and Cultivating",$58,Minority Rights,"$4,945","$1,168","$2,261","$3,567",$0,$0,"$5,064","$3,260"
508-25-1365,Kieth,Holt,Male,6-870-644-7267,Kieth_Holt915@guentu.biz,Kansas,TRUE,TRUE,FALSE,FALSE,FALSE,Unknown,Leadertech Consulting,Research and Development,"$98,752",Unknown,Corporate university,Instrumental Music,FALSE,FALSE,73,Unknown,TRUE,"$38,973","$1,818",Wineries,"$2,474",Military & Veterans Organizations,"$3,329",$636,"$10,502",$138,"$5,646","$1,647","$5,579","$7,204"
508-26-1526,Nate,Shepherd,Male,5-336-464-5683,Nate_Shepherd9563@bulaffy.com,Arkansas,FALSE,FALSE,TRUE,TRUE,TRUE,Unknown,Biolife Grup,IT,"$130,467",Unknown,University college,Latin,FALSE,FALSE,37,Unknown,Unknown,"$22,557","$1,604",Food Programs,"$2,516",Mental Health Treatment,"$4,377","$1,296","$2,329","$1,063",$0,$0,"$4,191","$5,181"
508-28-6765,Owen,Osman,Unknown,7-552-864-3162,Owen_Osman7378@yahoo.com,Mississippi,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Mathematics,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Food Banks & Pantries,$0,Mental Health Disorders,$0,$0,$0,$0,$0,$0,$0,$0
508-28-6836,Cedrick,Fenton,Male,6-077-727-7862,Cedrick_Fenton6306@corti.com,Nevada,TRUE,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Management,Unknown,Unknown,Gymnasium,Leadership,Unknown,Unknown,Unknown,Unknown,Unknown,"$12,705",$0,Congregate Meals,$0,Mental Health Associations,$0,"$3,935",$0,"$8,770",$0,$0,$0,$0
508-30-4413,Chloe,Knight,Female,0-182-862-0487,Chloe_Knight3759@elnee.tech,Idaho,TRUE,FALSE,TRUE,TRUE,Unknown,Unknown,Amazon.com,Finance,"$85,505",Unknown,Public university,Language Arts,Unknown,Unknown,38,Unknown,Unknown,"$13,374",$643,Soup Kitchens,"$1,475",Mental Health & Crisis Intervention N.E.C.,$0,"$1,030",$0,"$2,582",$0,$0,"$1,693","$5,951"
508-33-6418,Marvin,Lee,Male,5-558-823-6762,Marvin_Lee4132@yahoo.com,Kentucky,FALSE,FALSE,Unknown,Unknown,Unknown,Unknown,Unknown,Finance,Unknown,Unknown,Corporate university,Mathematics,Unknown,Unknown,Unknown,Unknown,Unknown,"$1,064",$0,Meals on Wheels,$0,Mental Health & Crisis Intervention,$0,$180,$0,$884,$0,$0,$0,$0
508-45-0501,Adalie,Vallory,Female,8-074-550-5026,Adalie_Vallory2986@nickia.com,Kansas,FALSE,FALSE,FALSE,TRUE,TRUE,Unknown,Apple Inc.,Operations,"$79,202",Unknown,Gymnasium,Geography,Unknown,Unknown,59,Unknown,Unknown,"$36,505","$4,365",Nutrition,$640,Mens Service Clubs,$0,"$3,739","$9,398","$7,139",$0,$0,"$1,653","$9,571"
508-52-4122,Mark,Warner,Male,3-254-840-0403,Mark_Warner5314@fuliss.net,Colorado,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Marketing,Unknown,Unknown,Unknown,Modern Literature,Unknown,Unknown,Unknown,Unknown,Unknown,$542,$0,Home Economics,$0,Medical Research N.E.C.,$0,$0,$0,$542,$0,$0,$0,$0
508-55-1036,Manuel,Baker,Male,4-584-732-6350,Manuel_Baker9629@liret.org,New Hampshire,TRUE,FALSE,Unknown,TRUE,Unknown,Unknown,Erickson,Marketing,Unknown,Unknown,Corporate university,Mathematics,Unknown,Unknown,76,Unknown,Unknown,"$10,679","$3,084",Meat markets,$0,Medical Research,$0,"$4,482",$0,"$3,113",$0,$0,$0,$0
508-58-8206,Cara,Woodley,Female,8-848-517-7518,Cara_Woodley8092@grannar.com,Louisiana,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Comodo,Management,"$135,815",Unknown,High school,Accounting,TRUE,TRUE,75,TRUE,TRUE,"$36,603",$555,Confectionery and Nut Stores,$867,Medical Disciplines Research,"$3,404","$1,548","$11,671","$3,213",$180,"$7,711","$1,420","$6,034"
508-72-1365,Peter,Douglas,Male,2-234-046-7147,Peter_Douglas9301@brety.org,Michigan,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Comodo,Management,"$98,930",TRUE,Gymnasium,Ancient Civilizations,FALSE,FALSE,30,FALSE,FALSE,"$54,451","$1,704",Caterers,"$2,489",Medical Disciplines,"$8,962",$881,"$10,613","$8,839","$4,716","$9,276",$950,"$6,021"
508-74-6760,Laila,Martin,Female,8-841-020-7805,Laila_Martin798@tonsy.org,Kentucky,FALSE,FALSE,FALSE,FALSE,Unknown,Unknown,Global Print,Operations,"$148,688",Unknown,Gymnasium,Handwriting,Unknown,Unknown,70,Unknown,Unknown,"$27,416","$7,185",Mobile food services,"$2,283",Media & Communications,$0,"$1,181",$0,"$8,651",$0,$0,"$6,065","$2,051"
508-75-8268,Tony,Larsen,Male,7-241-667-0324,Tony_Larsen1523@guentu.biz,West Virginia,FALSE,TRUE,Unknown,TRUE,Unknown,Unknown,Carrefour,Purchasing,Unknown,Unknown,Public university,History,Unknown,Unknown,38,Unknown,Unknown,"$10,759","$4,654",Drinking Places (Alcoholic Beverages),$0,Meat markets,$0,$339,$0,"$3,110",$0,$0,"$2,656",$0
508-77-6551,Cherish,Gordon,Female,3-287-341-5031,Cherish_Gordon4806@irrepsy.com,Oklahoma,FALSE,TRUE,TRUE,TRUE,Unknown,Unknown,Mars,Management,"$68,633",Unknown,High school,Grammar,Unknown,Unknown,22,Unknown,Unknown,"$14,664","$3,782",Snack and Nonalcoholic Beverage Bars,$92,Meals on Wheels,$0,"$1,731",$0,"$3,365",$0,$0,"$5,694",$0
510-04-6376,Leah,Kelly,Female,6-263-624-0147,Leah_Kelly8481@gembat.biz,Arizona,FALSE,FALSE,Unknown,Unknown,Unknown,Unknown,Unknown,Finance,Unknown,Unknown,Graduate school,Ancient Civilizations,Unknown,Unknown,Unknown,Unknown,Unknown,"$11,479",$0,Limited-Service Restaurants,$0,Mathematics,$0,"$1,728",$0,"$9,751",$0,$0,$0,$0
510-08-8046,Owen,Wright,Male,6-233-145-4615,Owen_Wright2676@atink.com,New Mexico,FALSE,FALSE,FALSE,FALSE,Unknown,Unknown,Global Print,Marketing,"$124,103",Unknown,Public university,Art,Unknown,Unknown,28,Unknown,Unknown,"$22,575","$6,965",Supermarkets and Other Grocery (except Convenience) Stores,$895,Marine Science & Oceanography,$0,$530,$0,"$2,450",$0,$0,"$5,710","$6,025"
510-18-6328,Adela,Corbett,Female,6-475-506-2753,Adela_Corbett8684@bulaffy.com,North Carolina,TRUE,FALSE,FALSE,FALSE,TRUE,Unknown,Global Print,Purchasing,"$64,583",Unknown,Middle school,Physical Education,Unknown,Unknown,79,Unknown,Unknown,"$19,707","$1,838",Convenience Stores,$264,Management & Technical Assistance,$0,$59,"$6,778","$4,947",$0,$0,$683,"$5,138"
510-22-5081,Henry,Vallins,Male,3-155-346-6285,Henry_Vallins9855@bretoux.com,Illinois,TRUE,FALSE,FALSE,FALSE,Unknown,Unknown,BuzzFeed,Accounting,"$79,191",Unknown,Technical college,English IV,Unknown,Unknown,80,Unknown,Unknown,"$18,359","$4,128",Fruit and Vegetable Markets,"$2,464",Management & Technical Assistance,$0,"$4,962",$0,"$6,600",$0,$0,$205,$0
510-30-1461,Noemi,Dallas,Female,0-651-540-0436,Noemi_Dallas5729@eirey.tech,Utah,TRUE,FALSE,FALSE,FALSE,TRUE,Unknown,Danone,Purchasing,"$113,459",Unknown,Public university,Mathematics,FALSE,TRUE,44,Unknown,Unknown,"$36,038","$3,648",All Other Specialty Food Stores,"$1,635",Management & Technical Assistance,"$9,137","$1,564","$5,660","$4,834",$0,$0,"$1,083","$8,477"
510-43-0655,Rick,Morrow,Male,7-233-043-6881,Rick_Morrow376@twipet.com,Nebraska,TRUE,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Finance,Unknown,Unknown,Corporate university,LOGIC,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,662",$0,Food (Health) Supplement Stores,$0,Management & Technical Assistance,$0,"$3,552",$0,"$6,110",$0,$0,$0,$0
510-44-7767,Liliana,Vince,Female,0-615-205-1564,Liliana_Vince891@nimogy.biz,Nevada,TRUE,TRUE,TRUE,FALSE,TRUE,Unknown,Team Guard SRL,Finance,"$108,254",Unknown,University college,Dramatics,FALSE,FALSE,34,Unknown,TRUE,"$26,815","$4,634",Warehouse Clubs and Supercenters,"$1,974",Management & Technical Assistance,"$1,160","$1,439","$1,151","$2,954","$5,164","$1,925","$1,462","$4,952"
510-46-8412,Johnathan,Franks,Male,3-365-122-2807,Johnathan_Franks4240@liret.org,Virginia,FALSE,FALSE,Unknown,FALSE,Unknown,Unknown,Unknown,Sales,Unknown,Unknown,Middle school,Grammar,Unknown,Unknown,68,Unknown,Unknown,"$8,565","$1,658",Food Service Contractors,$0,Management & Technical Assistance,$0,"$4,461",$0,"$2,446",$0,$0,$0,$0
510-50-6025,Liam,Lomax,Male,3-147-118-1360,Liam_Lomax8094@twace.org,Hawaii,FALSE,FALSE,TRUE,FALSE,FALSE,Unknown,Comcast,Sales,"$66,829",Unknown,Corporate university,Art,FALSE,FALSE,59,Unknown,TRUE,"$35,738","$1,652",Full-Service Restaurants,$135,Management & Technical Assistance,"$5,406","$1,289","$12,939","$6,607",$0,$0,"$5,472","$2,238"
510-53-0758,Rocco,Rodwell,Unknown,3-205-256-1220,Rocco_Rodwell3067@deavo.com,Hawaii,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,LOGIC,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,"Food, Agriculture & Nutrition N.E.C.",$0,Management & Technical Assistance,$0,$0,$0,$0,$0,$0,$0,$0
510-62-3850,Sage,Whinter,Female,7-517-237-8365,Sage_Whinter8778@muall.tech,Wyoming,TRUE,FALSE,Unknown,TRUE,Unknown,Unknown,21st Century Fox,Purchasing,Unknown,Unknown,High school,Design and technology,Unknown,Unknown,60,Unknown,Unknown,"$17,120",$665,Housing & Shelter,$0,Management & Technical Assistance,$0,"$4,688",$0,"$8,273",$0,$0,"$3,494",$0
510-70-7477,Janelle,Eagle,Female,3-246-843-0763,Janelle_Eagle9676@naiker.biz,Rhode Island,FALSE,TRUE,TRUE,TRUE,TRUE,Unknown,AECOM,Management,"$119,031",Unknown,Gymnasium,German,TRUE,FALSE,23,Unknown,FALSE,"$41,424","$7,260",Alliances & Advocacy,$673,Management & Technical Assistance,$888,$30,"$10,522","$6,849","$1,332","$5,782","$2,513","$5,575"
510-71-7755,Lexi,Fields,Female,2-287-476-2248,Lexi_Fields1249@qater.org,Delaware,FALSE,FALSE,Unknown,FALSE,Unknown,Unknown,Coca-Cola Company,Purchasing,Unknown,Unknown,University-preparatory school,English IV,Unknown,Unknown,27,Unknown,Unknown,"$9,015","$6,883",Management & Technical Assistance,$0,Management & Technical Assistance,$0,$26,$0,$100,$0,$0,"$2,006",$0
510-87-0504,Cadence,Norburn,Female,8-450-117-5042,Cadence_Norburn6748@eirey.tech,Oregon,TRUE,TRUE,Unknown,TRUE,Unknown,Unknown,Amazon.com,Research and Development,Unknown,Unknown,Corporate university,Grammar,Unknown,Unknown,24,Unknown,Unknown,"$10,644","$5,449",Professional Societies & Associations,$0,Management & Technical Assistance,$0,"$2,894",$0,$283,$0,$0,"$2,018",$0
510-88-4886,Danny,Hopkins,Male,3-815-500-5513,Danny_Hopkins8726@supunk.biz,Minnesota,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Demaco,Research and Development,"$118,425",Unknown,Graduate school,German,FALSE,FALSE,61,TRUE,TRUE,"$46,050","$3,702",Research Institutes & Public Policy Analysis,"$1,835",Management & Technical Assistance,"$9,188","$2,309","$8,125",$589,"$5,773","$3,870","$2,571","$8,088"
511-08-8045,Kenzie,Lunt,Female,4-657-214-7170,Kenzie_Lunt252@kideod.biz,Massachussets,FALSE,TRUE,TRUE,FALSE,Unknown,Unknown,AECOM,Research and Development,"$78,095",Unknown,University-preparatory school,German,Unknown,Unknown,43,Unknown,Unknown,"$21,747","$6,608",Single Organization Support,$15,Management & Technical Assistance,$0,"$2,687",$0,"$6,701",$0,$0,"$4,869",$867
511-14-8360,Lexi,Ross,Female,8-667-118-2434,Lexi_Ross9951@elnee.tech,Pennsylvania,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Comcast,Purchasing,"$43,212",Unknown,High school,Ancient Civilizations,TRUE,TRUE,53,FALSE,TRUE,"$43,652","$2,328",Fund Raising & Fund Distribution,"$1,155",Management & Technical Assistance,"$6,981",$945,"$12,213","$7,472","$1,093","$5,845","$3,473","$2,147"
511-15-1413,Rosalie,Richards,Female,6-044-002-6231,Rosalie_Richards3858@qater.org,Kansas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Geography,Unknown,Unknown,Unknown,Unknown,Unknown,"$7,184",$0,Support N.E.C.,$0,Management & Technical Assistance,$0,$0,$0,"$7,184",$0,$0,$0,$0
511-16-2586,Marvin,Miller,Male,4-706-872-8777,Marvin_Miller5273@tonsy.org,Wyoming,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,Facebook,Human Resources,"$83,022",TRUE,University-preparatory school,Modern Literature,FALSE,TRUE,32,TRUE,TRUE,"$47,806","$5,834","Housing Development, Construction & Management","$2,366",Management & Technical Assistance,"$5,138","$2,254","$9,000","$7,279","$5,098","$5,210","$3,539","$2,088"
511-17-3572,Greta,Coll,Unknown,Unknown,Unknown,North Carolina,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Spanish,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Low-Income & Subsidized Rental Housing,$0,Management & Technical Assistance,$0,$0,$0,$0,$0,$0,$0,$0
511-24-3538,Michael,Weston,Male,4-370-760-0871,Michael_Weston9261@gompie.com,North Carolina,FALSE,TRUE,TRUE,FALSE,FALSE,Unknown,Erickson,Human Resources,"$45,906",Unknown,Gymnasium,LOGIC,Unknown,Unknown,80,Unknown,Unknown,"$33,332","$6,058",Senior Citizens Housing & Retirement Communities,"$1,515",Management & Technical Assistance,$0,"$4,120",$0,"$7,662",$0,$0,"$4,874","$9,103"
511-25-2448,Maggie,Lindsay,Female,0-378-343-8445,Maggie_Lindsay8935@deons.tech,Maryland,TRUE,FALSE,Unknown,TRUE,Unknown,Unknown,Comodo,Research and Development,Unknown,Unknown,Middle school,Art,Unknown,Unknown,20,Unknown,Unknown,"$15,473","$3,883",Independent Housing for People with Disabilities,$0,Management & Technical Assistance,$0,"$3,351",$0,"$2,563",$0,$0,"$5,676",$0
511-30-6686,Selena,Hall,Female,6-668-326-1040,Selena_Hall6192@nanoff.biz,Vermont,TRUE,FALSE,Unknown,FALSE,Unknown,Unknown,Unknown,Management,Unknown,Unknown,Public university,Economics,Unknown,Unknown,Unknown,Unknown,Unknown,"$14,869",$0,Housing Rehabilitation,$0,Management & Technical Assistance,$0,"$4,899",$0,"$9,970",$0,$0,$0,$0
511-33-4713,Jacqueline,Kidd,Female,7-673-561-6361,Jacqueline_Kidd8045@guentu.biz,New Mexico,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Zepter,Management,"$136,622",TRUE,High school,Earth Science,FALSE,FALSE,60,FALSE,TRUE,"$32,111","$4,585",Housing Search Assistance,"$1,660",Management & Technical Assistance,"$2,701","$3,996","$5,244","$9,020","$2,640",$508,$737,"$1,020"
511-48-5046,Laila,Redden,Female,0-577-228-5034,Laila_Redden9330@hourpy.biz,Wisconsin,TRUE,FALSE,Unknown,FALSE,Unknown,Unknown,Comcast,Marketing,Unknown,Unknown,University college,Music,Unknown,Unknown,62,Unknown,Unknown,"$13,401","$2,307",Temporary Housing,$0,Management & Technical Assistance,$0,"$2,983",$0,"$6,012",$0,$0,"$2,099",$0
511-51-7624,Shay,Thomson,Female,0-186-862-2706,Shay_Thomson629@fuliss.net,Kansas,TRUE,FALSE,FALSE,FALSE,Unknown,Unknown,Vodafone,Research and Development,"$142,801",Unknown,High school,Grammar,Unknown,Unknown,49,Unknown,Unknown,"$15,419","$3,671",Homeless Shelters,"$2,004",Management & Technical Assistance,$0,"$2,979",$0,"$5,651",$0,$0,"$1,114",$0
511-54-4085,Samara,Reynolds,Female,5-412-513-4533,Samara_Reynolds6695@acrit.org,Delaware,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown,Vodafone,Marketing,"$148,149",Unknown,Middle school,Modern Literature,FALSE,TRUE,45,Unknown,Unknown,"$35,033","$6,220",Hotels (except Casino Hotels) and Motels,$607,Management & Technical Assistance,"$2,835","$2,230","$14,645",$12,$0,$0,"$3,247","$5,237"
511-55-2550,Alexa,Cattell,Unknown,Unknown,Unknown,Arizona,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Health,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Bed-and-breakfast inns,$0,Lung Diseases Research,$0,$0,$0,$0,$0,$0,$0,$0
511-55-8428,Jacob,Lakey,Male,3-520-425-1416,Jacob_Lakey2568@fuliss.net,Illinois,TRUE,TRUE,TRUE,TRUE,Unknown,Unknown,Areon Impex,Operations,"$66,624",Unknown,Technical college,Ecology,Unknown,Unknown,49,Unknown,Unknown,"$17,413","$7,440",Homeowners & Tenants Associations,$832,Lung Diseases,$0,"$1,111",$0,$348,$0,$0,"$2,250","$5,432"
511-58-1520,Michaela,Mackenzie,Female,3-010-731-7748,Michaela_Mackenzie5747@eirey.tech,Kansas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Marketing,Unknown,Unknown,Unknown,Art,Unknown,Unknown,Unknown,Unknown,Unknown,"$4,014",$0,Housing Support,$0,Low-Income & Subsidized Rental Housing,$0,$0,$0,"$4,014",$0,$0,$0,$0
511-63-8457,Joyce,Camden,Unknown,Unknown,Unknown,Kentucky,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Handwriting,Unknown,Unknown,Unknown,Unknown,Unknown,$0,$0,Home Improvement & Repairs,$0,Local Benevolent Life Insurance Associations,$0,$0,$0,$0,$0,$0,$0,$0
511-67-6416,Mina,Yang,Female,8-224-121-2828,Mina_Yang6815@dionrab.com,Arkansas,TRUE,TRUE,TRUE,TRUE,Unknown,Unknown,BuzzFeed,Management,"$50,490",Unknown,Middle school,Sociology,Unknown,Unknown,50,Unknown,Unknown,"$14,769","$2,130",Housing Expense Reduction Support,$0,Limited-Service Restaurants,$0,"$2,533",$0,"$6,665",$0,$0,"$3,441",$0
511-72-2415,Rick,Ellis,Male,1-141-441-1540,Rick_Ellis7110@grannar.com,Alaska,FALSE,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Operations,Unknown,Unknown,University-preparatory school,Economics,Unknown,Unknown,Unknown,Unknown,Unknown,"$6,977",$0,Housing & Shelter N.E.C.,$0,Libraries,$0,"$3,418",$0,"$3,559",$0,$0,$0,$0
511-74-0175,Dorothy,Windsor,Female,2-304-553-5252,Dorothy_Windsor158@bungar.biz,Arkansas,TRUE,TRUE,FALSE,FALSE,TRUE,Unknown,Demaco,Finance,"$38,205",Unknown,Public university,Resource Program,TRUE,TRUE,38,Unknown,Unknown,"$33,706",$539,"Public Safety, Disaster Preparedness & Relief","$1,270",LGBT Centers,"$8,600","$1,382","$11,234","$1,213",$0,$0,"$6,833","$2,635"
511-76-5363,Leah,Morris,Female,5-362-147-3666,Leah_Morris3072@ubusive.com,Georgia,FALSE,TRUE,Unknown,FALSE,Unknown,Unknown,Comcast,Purchasing,Unknown,Unknown,University-preparatory school,Accounting,Unknown,Unknown,31,Unknown,Unknown,"$11,296",$241,Alliances & Advocacy,$0,Lesbian & Gay Rights,$0,$943,$0,"$6,093",$0,$0,"$4,019",$0
511-80-6330,Kurt,Morgan,Male,4-866-461-8510,Kurt_Morgan6478@infotech44.tech,Nebraska,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Comcast,Sales,"$121,364",TRUE,Technical college,Art,TRUE,FALSE,43,FALSE,TRUE,"$27,200","$5,035",Management & Technical Assistance,$728,Legal Services,$329,"$1,845","$4,153",$408,"$1,396","$2,167","$1,696","$9,443"
512-02-8141,Audrey,Grant,Female,8-167-642-0421,Audrey_Grant4188@atink.com,Iowa,TRUE,TRUE,TRUE,TRUE,Unknown,Unknown,Boeing,Research and Development,"$39,213",Unknown,Graduate school,Speech,Unknown,Unknown,44,Unknown,Unknown,"$15,318","$7,206",Professional Societies & Associations,$0,Leadership Development,$0,"$1,376",$0,"$2,463",$0,$0,"$4,273",$0
512-03-0286,Nathan,Richards,Male,6-300-524-5742,Nathan_Richards8819@deons.tech,Connecticut,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Danone,Human Resources,"$88,834",Unknown,Technical college,Geography,TRUE,FALSE,37,TRUE,FALSE,"$31,969","$2,507",Research Institutes & Public Policy Analysis,$356,Law Enforcement,"$9,978","$2,185","$4,101","$5,985",$272,"$5,171",$195,"$1,219"
512-03-5313,Hank,Gaynor,Male,3-636-057-6466,Hank_Gaynor2160@ovock.tech,New Hampshire,FALSE,TRUE,FALSE,TRUE,Unknown,Unknown,It Smart Group,Accounting,"$90,541",Unknown,Gymnasium,Trigonometry,Unknown,Unknown,24,Unknown,Unknown,"$9,635","$1,852",Single Organization Support,$170,Law & Jurisprudence,$0,$753,$0,$64,$0,$0,"$6,796",$0
512-07-0466,Ivette,Wilde,Female,7-886-337-0313,Ivette_Wilde257@extex.org,New Hampshire,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Marketing,Unknown,Unknown,Middle school,Mathematics,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,841",$0,Fund Raising & Fund Distribution,$0,Land Resources Conservation,$0,$0,$0,"$9,841",$0,$0,$0,$0
512-23-1440,Angela,Purvis,Female,7-153-761-4458,Angela_Purvis3508@grannar.com,New Hampshire,FALSE,TRUE,TRUE,TRUE,TRUE,Unknown,Amazon.com,Accounting,"$117,968",Unknown,Technical college,Ecology,FALSE,TRUE,76,Unknown,Unknown,"$14,977","$2,201",Support N.E.C.,$546,Labor Unions,$715,$47,"$6,569",$813,$0,$0,$296,"$3,790"
512-35-4170,Julius,Hope,Male,6-155-067-5710,Julius_Hope71@yahoo.com,Kentucky,FALSE,FALSE,Unknown,FALSE,Unknown,Unknown,Comcast,Human Resources,Unknown,Unknown,Gymnasium,English IV,Unknown,Unknown,67,Unknown,Unknown,"$17,725","$2,944",Disaster Preparedness & Relief Services,$0,Labor Studies,$0,"$2,349",$0,"$9,851",$0,$0,"$2,581",$0
512-38-4237,Johnathan,Waterhouse,Male,5-536-545-5476,Johnathan_Waterhouse335@nimogy.biz,Maryland,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,21st Century Fox,Human Resources,"$148,302",Unknown,Technical college,Grammar,FALSE,FALSE,62,FALSE,FALSE,"$29,501","$6,153",Search & Rescue Squads,"$1,753",Kidney Diseases Research,"$1,669","$4,053","$1,296",$137,"$1,404","$6,239","$4,934","$1,863"
512-44-0314,Kaylee,Janes,Female,1-520-166-5080,Kaylee_Janes7751@bulaffy.com,Tennessee,TRUE,FALSE,FALSE,FALSE,FALSE,Unknown,DynCorp,Marketing,"$93,949",Unknown,Technical college,American Literature,TRUE,TRUE,51,Unknown,Unknown,"$21,044",$450,Fire Prevention,$771,Kidney Diseases,"$7,682",$765,"$5,675","$4,461",$0,$0,$992,$248
512-45-8831,Ember,Gallacher,Female,6-160-523-8087,Ember_Gallacher1014@joiniaa.com,Michigan,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,UPC,Finance,"$72,052",Unknown,University college,Accounting,FALSE,FALSE,81,TRUE,FALSE,"$50,150","$2,811",Safety Education,"$1,906",Judaism,"$8,391","$2,975","$3,619","$5,646",$912,"$8,179","$6,546","$9,165"
512-47-3830,Harvey,Stone,Male,7-767-804-4155,Harvey_Stone4830@bauros.biz,Massachussets,FALSE,TRUE,Unknown,FALSE,Unknown,Unknown,Unknown,Human Resources,Unknown,Unknown,Corporate university,Trigonometry,Unknown,Unknown,26,Unknown,Unknown,"$12,715","$6,109",First Aid,$0,Job Training,$0,"$4,201",$0,"$2,405",$0,$0,$0,$0
512-48-0886,Danny,Nurton,Male,7-167-748-8261,Danny_Nurton1409@grannar.com,Arkansas,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sales,Unknown,Unknown,University college,Latin,Unknown,Unknown,Unknown,Unknown,Unknown,"$9,027",$0,Automotive Safety,$0,Islam,$0,"$1,142",$0,"$7,885",$0,$0,$0,$0
512-48-8610,Gwen,Hunter,Female,0-224-446-0643,Gwen_Hunter4860@bauros.biz,Maryland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Latin,Unknown,Unknown,Unknown,Unknown,Unknown,$761,$0,Public Safety Benevolent Associations,$0,"International, Foreign Affairs & National Security N.E.C.",$0,$0,$0,$761,$0,$0,$0,$0
512-58-7740,Erick,Mason,Male,1-308-814-3538,Erick_Mason8140@vetan.org,Utah,TRUE,FALSE,TRUE,FALSE,Unknown,Unknown,ENEL,Finance,"$46,959",Unknown,University-preparatory school,Leadership,Unknown,Unknown,34,Unknown,Unknown,"$17,677","$3,913","Public Safety, Disaster Preparedness & Relief N.E.C.",$431,"International, Foreign Affairs & National Security",$0,"$1,184",$0,"$5,741",$0,$0,"$6,408",$0
512-62-2288,Madelyn,Flynn,Female,3-584-442-5305,Madelyn_Flynn3235@twipet.com,New York,TRUE,FALSE,Unknown,FALSE,Unknown,Unknown,Unknown,Purchasing,Unknown,Unknown,Gymnasium,Science,Unknown,Unknown,56,Unknown,Unknown,"$7,896","$2,156",Recreation & Sports,$0,International Studies,$0,"$4,555",$0,"$1,185",$0,$0,$0,$0
